time,stn,rre150m0,year,month,precip_annual,cluster_pca_h,precip_cluster_mean_monthly,precip_cluster_mean_annual
2021-06-01,SAM,39,2021,6,647.3,4,52.1,1067.3666666666666
2021-07-01,SAM,150.8,2021,7,647.3,4,256.2,1067.3666666666666
2021-08-01,SAM,110.2,2021,8,647.3,4,146.4,1067.3666666666666
2021-09-01,SAM,61.3,2021,9,647.3,4,98.56666666666666,1067.3666666666666
2021-10-01,SAM,22.7,2021,10,647.3,4,66.06666666666666,1067.3666666666666
2021-11-01,SAM,77,2021,11,647.3,4,113.3,1067.3666666666666
2021-12-01,SAM,27.6,2021,12,647.3,4,24.333333333333332,1067.3666666666666
2022-01-01,SAM,11.2,2022,1,570.5,4,9.733333333333333,850.5666666666666
2022-02-01,SAM,27.6,2022,2,570.5,4,27.933333333333334,850.5666666666666
2022-03-01,SAM,2.3,2022,3,570.5,4,5.833333333333333,850.5666666666666
2022-04-01,SAM,21,2022,4,570.5,4,54.9,850.5666666666666
2022-05-01,SAM,51.7,2022,5,570.5,4,64.53333333333333,850.5666666666666
2022-06-01,SAM,111,2022,6,570.5,4,160.26666666666665,850.5666666666666
2022-07-01,SAM,54.8,2022,7,570.5,4,74.5,850.5666666666666
2022-08-01,SAM,50.4,2022,8,570.5,4,78.13333333333334,850.5666666666666
2022-09-01,SAM,81.3,2022,9,570.5,4,131.23333333333335,850.5666666666666
2022-10-01,SAM,95.8,2022,10,570.5,4,146.56666666666666,850.5666666666666
2022-11-01,SAM,38.3,2022,11,570.5,4,46.56666666666666,850.5666666666666
2022-12-01,SAM,25.1,2022,12,570.5,4,50.36666666666667,850.5666666666666
2023-01-01,SAM,17.9,2023,1,871.9,4,16.866666666666667,1259.4666666666667
2023-02-01,SAM,1,2023,2,871.9,4,1.5666666666666667,1259.4666666666667
2023-03-01,SAM,34,2023,3,871.9,4,53.5,1259.4666666666667
2023-04-01,SAM,49,2023,4,871.9,4,90.93333333333334,1259.4666666666667
2023-05-01,SAM,77.4,2023,5,871.9,4,129.03333333333333,1259.4666666666667
2023-06-01,SAM,40.7,2023,6,871.9,4,92.66666666666667,1259.4666666666667
2023-07-01,SAM,118.3,2023,7,871.9,4,114.26666666666667,1259.4666666666667
2023-08-01,SAM,147,2023,8,871.9,4,218.76666666666668,1259.4666666666667
2023-09-01,SAM,84.3,2023,9,871.9,4,160.36666666666667,1259.4666666666667
2023-10-01,SAM,157.6,2023,10,871.9,4,218.23333333333332,1259.4666666666667
2023-11-01,SAM,64.3,2023,11,871.9,4,68.7,1259.4666666666667
2023-12-01,SAM,80.4,2023,12,871.9,4,94.56666666666666,1259.4666666666667
2000-01-01,SIA,20.4,2000,1,1607,4,12,1734.2666666666667
2000-02-01,SIA,29,2000,2,1607,4,18.3,1734.2666666666667
2000-03-01,SIA,58.4,2000,3,1607,4,56.9,1734.2666666666667
2000-04-01,SIA,140.4,2000,4,1607,4,215.96666666666667,1734.2666666666667
2000-05-01,SIA,109.5,2000,5,1607,4,126.66666666666667,1734.2666666666667
2000-06-01,SIA,77.2,2000,6,1607,4,101.86666666666667,1734.2666666666667
2000-07-01,SIA,190.2,2000,7,1607,4,213.5,1734.2666666666667
2000-08-01,SIA,163.3,2000,8,1607,4,137.86666666666667,1734.2666666666667
2000-09-01,SIA,94.4,2000,9,1607,4,122.8,1734.2666666666667
2000-10-01,SIA,250.9,2000,10,1607,4,280.3,1734.2666666666667
2000-11-01,SIA,391,2000,11,1607,4,364.1666666666667,1734.2666666666667
2000-12-01,SIA,82.3,2000,12,1607,4,83.93333333333334,1734.2666666666667
2001-01-01,SIA,156.2,2001,1,1144.8,4,126.2,1230.4333333333334
2001-02-01,SIA,61.8,2001,2,1144.8,4,67.96666666666667,1230.4333333333334
2001-03-01,SIA,115.4,2001,3,1144.8,4,142.73333333333335,1230.4333333333334
2001-04-01,SIA,67.5,2001,4,1144.8,4,61.83333333333333,1230.4333333333334
2001-05-01,SIA,42.2,2001,5,1144.8,4,63.266666666666666,1230.4333333333334
2001-06-01,SIA,208,2001,6,1144.8,4,238.16666666666666,1230.4333333333334
2001-07-01,SIA,105.4,2001,7,1144.8,4,142.2,1230.4333333333334
2001-08-01,SIA,188.8,2001,8,1144.8,4,160.4,1230.4333333333334
2001-09-01,SIA,86.6,2001,9,1144.8,4,101.66666666666667,1230.4333333333334
2001-10-01,SIA,82.3,2001,10,1144.8,4,104.26666666666667,1230.4333333333334
2001-11-01,SIA,26.1,2001,11,1144.8,4,18.9,1230.4333333333334
2001-12-01,SIA,4.5,2001,12,1144.8,4,2.8333333333333335,1230.4333333333334
2002-01-01,SIA,6.9,2002,1,1294.1,4,9.366666666666667,1638.8333333333333
2002-02-01,SIA,44.5,2002,2,1294.1,4,66.96666666666667,1638.8333333333333
2002-03-01,SIA,74.1,2002,3,1294.1,4,60.699999999999996,1638.8333333333333
2002-04-01,SIA,25.5,2002,4,1294.1,4,35.36666666666667,1638.8333333333333
2002-05-01,SIA,239.8,2002,5,1294.1,4,362.6,1638.8333333333333
2002-06-01,SIA,104.2,2002,6,1294.1,4,109.56666666666666,1638.8333333333333
2002-07-01,SIA,91,2002,7,1294.1,4,164.3,1638.8333333333333
2002-08-01,SIA,109.2,2002,8,1294.1,4,127.3,1638.8333333333333
2002-09-01,SIA,31.2,2002,9,1294.1,4,64.66666666666666,1638.8333333333333
2002-10-01,SIA,79.3,2002,10,1294.1,4,78.33333333333333,1638.8333333333333
2002-11-01,SIA,454.7,2002,11,1294.1,4,524.8,1638.8333333333333
2002-12-01,SIA,33.7,2002,12,1294.1,4,34.86666666666667,1638.8333333333333
2003-01-01,SIA,24.8,2003,1,714.8,4,25.4,783.0999999999999
2003-02-01,SIA,9,2003,2,714.8,4,9.333333333333334,783.0999999999999
2003-03-01,SIA,1.5,2003,3,714.8,4,1.9333333333333333,783.0999999999999
2003-04-01,SIA,43.5,2003,4,714.8,4,47.86666666666667,783.0999999999999
2003-05-01,SIA,85.6,2003,5,714.8,4,73.43333333333334,783.0999999999999
2003-06-01,SIA,39,2003,6,714.8,4,32.13333333333333,783.0999999999999
2003-07-01,SIA,135.4,2003,7,714.8,4,113.26666666666667,783.0999999999999
2003-08-01,SIA,107.1,2003,8,714.8,4,120.13333333333333,783.0999999999999
2003-09-01,SIA,17.8,2003,9,714.8,4,32.833333333333336,783.0999999999999
2003-10-01,SIA,132.1,2003,10,714.8,4,139.66666666666666,783.0999999999999
2003-11-01,SIA,74.6,2003,11,714.8,4,109.96666666666667,783.0999999999999
2003-12-01,SIA,44.4,2003,12,714.8,4,77.13333333333333,783.0999999999999
2004-01-01,SIA,33.1,2004,1,789.1,4,27.633333333333333,1092.0333333333333
2004-02-01,SIA,24.1,2004,2,789.1,4,49.233333333333334,1092.0333333333333
2004-03-01,SIA,28.3,2004,3,789.1,4,30.099999999999998,1092.0333333333333
2004-04-01,SIA,40.8,2004,4,789.1,4,91.46666666666667,1092.0333333333333
2004-05-01,SIA,75.7,2004,5,789.1,4,105.26666666666667,1092.0333333333333
2004-06-01,SIA,55,2004,6,789.1,4,44.166666666666664,1092.0333333333333
2004-07-01,SIA,111.1,2004,7,789.1,4,137.66666666666666,1092.0333333333333
2004-08-01,SIA,150.7,2004,8,789.1,4,216.13333333333333,1092.0333333333333
2004-09-01,SIA,36.8,2004,9,789.1,4,49.4,1092.0333333333333
2004-10-01,SIA,139.5,2004,10,789.1,4,204.16666666666669,1092.0333333333333
2004-11-01,SIA,60.2,2004,11,789.1,4,98.76666666666667,1092.0333333333333
2004-12-01,SIA,33.8,2004,12,789.1,4,38.03333333333333,1092.0333333333333
2005-01-01,SIA,36,2005,1,708,4,19.866666666666667,757.4333333333334
2005-02-01,SIA,16.7,2005,2,708,4,9.166666666666666,757.4333333333334
2005-03-01,SIA,22.2,2005,3,708,4,33.06666666666666,757.4333333333334
2005-04-01,SIA,50.9,2005,4,708,4,80.2,757.4333333333334
2005-05-01,SIA,90.2,2005,5,708,4,96,757.4333333333334
2005-06-01,SIA,50.7,2005,6,708,4,83.86666666666667,757.4333333333334
2005-07-01,SIA,91.8,2005,7,708,4,85.1,757.4333333333334
2005-08-01,SIA,121.7,2005,8,708,4,142.23333333333335,757.4333333333334
2005-09-01,SIA,50.6,2005,9,708,4,65.46666666666667,757.4333333333334
2005-10-01,SIA,68.5,2005,10,708,4,59.800000000000004,757.4333333333334
2005-11-01,SIA,25.9,2005,11,708,4,20.166666666666668,757.4333333333334
2005-12-01,SIA,82.8,2005,12,708,4,62.5,757.4333333333334
2006-01-01,SIA,33.9,2006,1,753.5,4,29.733333333333334,966.9
2006-02-01,SIA,32.3,2006,2,753.5,4,51.63333333333333,966.9
2006-03-01,SIA,54.2,2006,3,753.5,4,44.13333333333333,966.9
2006-04-01,SIA,48.7,2006,4,753.5,4,66.23333333333333,966.9
2006-05-01,SIA,58.6,2006,5,753.5,4,68.2,966.9
2006-06-01,SIA,58.8,2006,6,753.5,4,46.43333333333333,966.9
2006-07-01,SIA,122,2006,7,753.5,4,116.46666666666667,966.9
2006-08-01,SIA,95.8,2006,8,753.5,4,160.86666666666667,966.9
2006-09-01,SIA,67.9,2006,9,753.5,4,112.96666666666667,966.9
2006-10-01,SIA,72.3,2006,10,753.5,4,112.46666666666667,966.9
2006-11-01,SIA,24.9,2006,11,753.5,4,41.1,966.9
2006-12-01,SIA,84.1,2006,12,753.5,4,116.66666666666667,966.9
2007-01-01,SIA,72,2007,1,891.5,4,66.8,1019.0333333333333
2007-02-01,SIA,34.3,2007,2,891.5,4,29.266666666666666,1019.0333333333333
2007-03-01,SIA,55.1,2007,3,891.5,4,49.833333333333336,1019.0333333333333
2007-04-01,SIA,1.2,2007,4,891.5,4,11.5,1019.0333333333333
2007-05-01,SIA,102.6,2007,5,891.5,4,129.4,1019.0333333333333
2007-06-01,SIA,116.4,2007,6,891.5,4,180.33333333333334,1019.0333333333333
2007-07-01,SIA,118.8,2007,7,891.5,4,115.33333333333333,1019.0333333333333
2007-08-01,SIA,169.9,2007,8,891.5,4,203.1,1019.0333333333333
2007-09-01,SIA,79.1,2007,9,891.5,4,109.23333333333333,1019.0333333333333
2007-10-01,SIA,35.2,2007,10,891.5,4,20.8,1019.0333333333333
2007-11-01,SIA,84.8,2007,11,891.5,4,88.56666666666666,1019.0333333333333
2007-12-01,SIA,22.1,2007,12,891.5,4,14.866666666666667,1019.0333333333333
2008-01-01,SIA,67,2008,1,1387.5,4,86.16666666666667,1558.8666666666666
2008-02-01,SIA,14.5,2008,2,1387.5,4,19.4,1558.8666666666666
2008-03-01,SIA,49.9,2008,3,1387.5,4,52.13333333333333,1558.8666666666666
2008-04-01,SIA,151.1,2008,4,1387.5,4,160.86666666666667,1558.8666666666666
2008-05-01,SIA,120.5,2008,5,1387.5,4,164.96666666666667,1558.8666666666666
2008-06-01,SIA,97.8,2008,6,1387.5,4,104.76666666666667,1558.8666666666666
2008-07-01,SIA,226.8,2008,7,1387.5,4,235.03333333333333,1558.8666666666666
2008-08-01,SIA,110.7,2008,8,1387.5,4,98.23333333333333,1558.8666666666666
2008-09-01,SIA,137.4,2008,9,1387.5,4,195.9,1558.8666666666666
2008-10-01,SIA,147,2008,10,1387.5,4,156.63333333333333,1558.8666666666666
2008-11-01,SIA,171.6,2008,11,1387.5,4,183.20000000000002,1558.8666666666666
2008-12-01,SIA,93.2,2008,12,1387.5,4,101.56666666666666,1558.8666666666666
2009-01-01,SIA,43.6,2009,1,915.1,4,35.4,1226.3666666666668
2009-02-01,SIA,118.6,2009,2,915.1,4,98.76666666666667,1226.3666666666668
2009-03-01,SIA,68.8,2009,3,915.1,4,78.4,1226.3666666666668
2009-04-01,SIA,50.4,2009,4,915.1,4,141.13333333333333,1226.3666666666668
2009-05-01,SIA,36.2,2009,5,915.1,4,37.46666666666667,1226.3666666666668
2009-06-01,SIA,107.4,2009,6,915.1,4,165.16666666666666,1226.3666666666668
2009-07-01,SIA,127.2,2009,7,915.1,4,192,1226.3666666666668
2009-08-01,SIA,45,2009,8,915.1,4,98.33333333333334,1226.3666666666668
2009-09-01,SIA,54.1,2009,9,915.1,4,65.9,1226.3666666666668
2009-10-01,SIA,48.7,2009,10,915.1,4,77.46666666666667,1226.3666666666668
2009-11-01,SIA,132.2,2009,11,915.1,4,137.56666666666666,1226.3666666666668
2009-12-01,SIA,82.9,2009,12,915.1,4,98.76666666666667,1226.3666666666668
2010-01-01,SIA,10.4,2010,1,933.9,4,22.833333333333336,1195
2010-02-01,SIA,15.9,2010,2,933.9,4,35,1195
2010-03-01,SIA,18.2,2010,3,933.9,4,64.2,1195
2010-04-01,SIA,20,2010,4,933.9,4,45.36666666666667,1195
2010-05-01,SIA,166.8,2010,5,933.9,4,229.56666666666666,1195
2010-06-01,SIA,65.1,2010,6,933.9,4,110.69999999999999,1195
2010-07-01,SIA,66.8,2010,7,933.9,4,59.3,1195
2010-08-01,SIA,171.6,2010,8,933.9,4,181.16666666666666,1195
2010-09-01,SIA,126.9,2010,9,933.9,4,101.03333333333333,1195
2010-10-01,SIA,81.6,2010,10,933.9,4,107.1,1195
2010-11-01,SIA,115.2,2010,11,933.9,4,163.06666666666666,1195
2010-12-01,SIA,75.4,2010,12,933.9,4,75.66666666666667,1195
2011-01-01,SIA,14.3,2011,1,858.1,4,23.7,1003.6
2011-02-01,SIA,10.1,2011,2,858.1,4,22.966666666666665,1003.6
2011-03-01,SIA,27,2011,3,858.1,4,47.03333333333333,1003.6
2011-04-01,SIA,3.9,2011,4,858.1,4,14.6,1003.6
2011-05-01,SIA,102.3,2011,5,858.1,4,81.66666666666667,1003.6
2011-06-01,SIA,136.4,2011,6,858.1,4,154.4,1003.6
2011-07-01,SIA,144.6,2011,7,858.1,4,203.8,1003.6
2011-08-01,SIA,100.7,2011,8,858.1,4,123.93333333333334,1003.6
2011-09-01,SIA,141,2011,9,858.1,4,130.66666666666666,1003.6
2011-10-01,SIA,94.4,2011,10,858.1,4,71.66666666666667,1003.6
2011-11-01,SIA,41.4,2011,11,858.1,4,94,1003.6
2011-12-01,SIA,42,2011,12,858.1,4,35.166666666666664,1003.6
2012-01-01,SIA,44,2012,1,950.2,4,56.63333333333333,1170.8333333333333
2012-02-01,SIA,2.7,2012,2,950.2,4,2.4,1170.8333333333333
2012-03-01,SIA,52.6,2012,3,950.2,4,67.5,1170.8333333333333
2012-04-01,SIA,91.6,2012,4,950.2,4,143.89999999999998,1170.8333333333333
2012-05-01,SIA,65.5,2012,5,950.2,4,97.39999999999999,1170.8333333333333
2012-06-01,SIA,142.3,2012,6,950.2,4,134.06666666666666,1170.8333333333333
2012-07-01,SIA,106.5,2012,7,950.2,4,103.8,1170.8333333333333
2012-08-01,SIA,140.8,2012,8,950.2,4,130.66666666666666,1170.8333333333333
2012-09-01,SIA,88.6,2012,9,950.2,4,124.96666666666667,1170.8333333333333
2012-10-01,SIA,45.9,2012,10,950.2,4,98.76666666666667,1170.8333333333333
2012-11-01,SIA,140.2,2012,11,950.2,4,175,1170.8333333333333
2012-12-01,SIA,29.5,2012,12,950.2,4,35.733333333333334,1170.8333333333333
2013-01-01,SIA,35,2013,1,773.5,4,24.066666666666666,1120.3333333333333
2013-02-01,SIA,15.2,2013,2,773.5,4,16.5,1120.3333333333333
2013-03-01,SIA,38,2013,3,773.5,4,51.4,1120.3333333333333
2013-04-01,SIA,94.9,2013,4,773.5,4,162.26666666666668,1120.3333333333333
2013-05-01,SIA,135,2013,5,773.5,4,182.7,1120.3333333333333
2013-06-01,SIA,47.5,2013,6,773.5,4,51.7,1120.3333333333333
2013-07-01,SIA,27.8,2013,7,773.5,4,61.36666666666667,1120.3333333333333
2013-08-01,SIA,104.6,2013,8,773.5,4,86.26666666666667,1120.3333333333333
2013-09-01,SIA,50.5,2013,9,773.5,4,105.5,1120.3333333333333
2013-10-01,SIA,121.7,2013,10,773.5,4,183.93333333333334,1120.3333333333333
2013-11-01,SIA,44,2013,11,773.5,4,80.16666666666667,1120.3333333333333
2013-12-01,SIA,59.3,2013,12,773.5,4,114.46666666666667,1120.3333333333333
2014-01-01,SIA,126.6,2014,1,1211.4,4,146.23333333333332,1649.8666666666668
2014-02-01,SIA,96.5,2014,2,1211.4,4,155.36666666666667,1649.8666666666668
2014-03-01,SIA,47.2,2014,3,1211.4,4,68.46666666666667,1649.8666666666668
2014-04-01,SIA,39.6,2014,4,1211.4,4,64.73333333333333,1649.8666666666668
2014-05-01,SIA,66.9,2014,5,1211.4,4,65.16666666666667,1649.8666666666668
2014-06-01,SIA,114.3,2014,6,1211.4,4,131.86666666666667,1649.8666666666668
2014-07-01,SIA,131.6,2014,7,1211.4,4,168,1649.8666666666668
2014-08-01,SIA,158.1,2014,8,1211.4,4,213.56666666666666,1649.8666666666668
2014-09-01,SIA,50.7,2014,9,1211.4,4,49.2,1649.8666666666668
2014-10-01,SIA,109.4,2014,10,1211.4,4,173.06666666666666,1649.8666666666668
2014-11-01,SIA,241.1,2014,11,1211.4,4,381.76666666666665,1649.8666666666668
2014-12-01,SIA,29.4,2014,12,1211.4,4,32.43333333333334,1649.8666666666668
2015-01-01,SIA,80.8,2015,1,878.2,4,88.03333333333333,949.4666666666667
2015-02-01,SIA,30.1,2015,2,878.2,4,55.56666666666667,949.4666666666667
2015-03-01,SIA,24.9,2015,3,878.2,4,31.066666666666666,949.4666666666667
2015-04-01,SIA,21.4,2015,4,878.2,4,48.46666666666667,949.4666666666667
2015-05-01,SIA,150.5,2015,5,878.2,4,177.06666666666666,949.4666666666667
2015-06-01,SIA,85.9,2015,6,878.2,4,75,949.4666666666667
2015-07-01,SIA,98.8,2015,7,878.2,4,69.96666666666667,949.4666666666667
2015-08-01,SIA,103.9,2015,8,878.2,4,100.36666666666667,949.4666666666667
2015-09-01,SIA,186.9,2015,9,878.2,4,180.8,949.4666666666667
2015-10-01,SIA,91.2,2015,10,878.2,4,120.63333333333333,949.4666666666667
2015-11-01,SIA,1.5,2015,11,878.2,4,1.1666666666666667,949.4666666666667
2015-12-01,SIA,2.3,2015,12,878.2,4,1.3333333333333333,949.4666666666667
2016-01-01,SIA,49.6,2016,1,939.6,4,37.13333333333333,1103.0666666666666
2016-02-01,SIA,56.2,2016,2,939.6,4,80.96666666666667,1103.0666666666666
2016-03-01,SIA,53.6,2016,3,939.6,4,72.46666666666667,1103.0666666666666
2016-04-01,SIA,113.6,2016,4,939.6,4,137.76666666666668,1103.0666666666666
2016-05-01,SIA,130.1,2016,5,939.6,4,164,1103.0666666666666
2016-06-01,SIA,155.6,2016,6,939.6,4,173,1103.0666666666666
2016-07-01,SIA,126.2,2016,7,939.6,4,105.2,1103.0666666666666
2016-08-01,SIA,96.5,2016,8,939.6,4,109.23333333333333,1103.0666666666666
2016-09-01,SIA,19.4,2016,9,939.6,4,40.699999999999996,1103.0666666666666
2016-10-01,SIA,64.5,2016,10,939.6,4,69.03333333333333,1103.0666666666666
2016-11-01,SIA,73.8,2016,11,939.6,4,112.2,1103.0666666666666
2016-12-01,SIA,0.5,2016,12,939.6,4,1.3666666666666667,1103.0666666666666
2017-01-01,SIA,16.2,2017,1,944.6,4,10.9,1113.3333333333333
2017-02-01,SIA,45.8,2017,2,944.6,4,52.833333333333336,1113.3333333333333
2017-03-01,SIA,31.6,2017,3,944.6,4,70,1113.3333333333333
2017-04-01,SIA,55.2,2017,4,944.6,4,84.33333333333333,1113.3333333333333
2017-05-01,SIA,63.8,2017,5,944.6,4,85.46666666666667,1113.3333333333333
2017-06-01,SIA,195.7,2017,6,944.6,4,227.03333333333333,1113.3333333333333
2017-07-01,SIA,94.7,2017,7,944.6,4,67.66666666666667,1113.3333333333333
2017-08-01,SIA,146.2,2017,8,944.6,4,214.6,1113.3333333333333
2017-09-01,SIA,120.9,2017,9,944.6,4,124.3,1113.3333333333333
2017-10-01,SIA,13.9,2017,10,944.6,4,8.133333333333333,1113.3333333333333
2017-11-01,SIA,39.4,2017,11,944.6,4,64.5,1113.3333333333333
2017-12-01,SIA,121.2,2017,12,944.6,4,103.56666666666666,1113.3333333333333
2018-01-01,SIA,82,2018,1,989.5,4,76.4,1040
2018-02-01,SIA,16.5,2018,2,989.5,4,11.633333333333333,1040
2018-03-01,SIA,80.8,2018,3,989.5,4,82.9,1040
2018-04-01,SIA,100.2,2018,4,989.5,4,99.4,1040
2018-05-01,SIA,83,2018,5,989.5,4,95.63333333333333,1040
2018-06-01,SIA,26.7,2018,6,989.5,4,31.5,1040
2018-07-01,SIA,81.6,2018,7,989.5,4,78.86666666666666,1040
2018-08-01,SIA,118.4,2018,8,989.5,4,120.3,1040
2018-09-01,SIA,37.2,2018,9,989.5,4,38.333333333333336,1040
2018-10-01,SIA,254.3,2018,10,989.5,4,267.43333333333334,1040
2018-11-01,SIA,55.2,2018,11,989.5,4,98.33333333333334,1040
2018-12-01,SIA,53.6,2018,12,989.5,4,39.266666666666666,1040
2019-01-01,SIA,38.3,2019,1,1219.1,4,24.7,1300.7666666666667
2019-02-01,SIA,63.2,2019,2,1219.1,4,41.53333333333333,1300.7666666666667
2019-03-01,SIA,60.4,2019,3,1219.1,4,49.8,1300.7666666666667
2019-04-01,SIA,139.2,2019,4,1219.1,4,147.73333333333332,1300.7666666666667
2019-05-01,SIA,66.5,2019,5,1219.1,4,68.8,1300.7666666666667
2019-06-01,SIA,102.5,2019,6,1219.1,4,96.93333333333334,1300.7666666666667
2019-07-01,SIA,89.1,2019,7,1219.1,4,72.9,1300.7666666666667
2019-08-01,SIA,158.3,2019,8,1219.1,4,194.36666666666667,1300.7666666666667
2019-09-01,SIA,82,2019,9,1219.1,4,86.36666666666666,1300.7666666666667
2019-10-01,SIA,135.7,2019,10,1219.1,4,177,1300.7666666666667
2019-11-01,SIA,213.6,2019,11,1219.1,4,239.13333333333333,1300.7666666666667
2019-12-01,SIA,70.3,2019,12,1219.1,4,101.5,1300.7666666666667
2020-01-01,SIA,9.5,2020,1,976,4,6.2,1102.9333333333334
2020-02-01,SIA,22.3,2020,2,976,4,13.833333333333334,1102.9333333333334
2020-03-01,SIA,55.3,2020,3,976,4,52.13333333333333,1102.9333333333334
2020-04-01,SIA,24.6,2020,4,976,4,41.06666666666666,1102.9333333333334
2020-05-01,SIA,63.5,2020,5,976,4,94.16666666666667,1102.9333333333334
2020-06-01,SIA,144.7,2020,6,976,4,180.53333333333333,1102.9333333333334
2020-07-01,SIA,75.5,2020,7,976,4,49.9,1102.9333333333334
2020-08-01,SIA,193,2020,8,976,4,228.66666666666666,1102.9333333333334
2020-09-01,SIA,68.1,2020,9,976,4,71.83333333333333,1102.9333333333334
2020-10-01,SIA,178.7,2020,10,976,4,222.73333333333332,1102.9333333333334
2020-11-01,SIA,6.3,2020,11,976,4,5,1102.9333333333334
2020-12-01,SIA,134.5,2020,12,976,4,136.86666666666667,1102.9333333333334
2021-01-01,SIA,88.8,2021,1,943.2,4,81.53333333333333,1067.3666666666666
2021-02-01,SIA,52.2,2021,2,943.2,4,51.400000000000006,1067.3666666666666
2021-03-01,SIA,7.7,2021,3,943.2,4,10,1067.3666666666666
2021-04-01,SIA,28.7,2021,4,943.2,4,44.6,1067.3666666666666
2021-05-01,SIA,114.4,2021,5,943.2,4,122.86666666666666,1067.3666666666666
2021-06-01,SIA,44.7,2021,6,943.2,4,52.1,1067.3666666666666
2021-07-01,SIA,196.2,2021,7,943.2,4,256.2,1067.3666666666666
2021-08-01,SIA,151.2,2021,8,943.2,4,146.4,1067.3666666666666
2021-09-01,SIA,70.9,2021,9,943.2,4,98.56666666666666,1067.3666666666666
2021-10-01,SIA,41.3,2021,10,943.2,4,66.06666666666666,1067.3666666666666
2021-11-01,SIA,117.7,2021,11,943.2,4,113.3,1067.3666666666666
2021-12-01,SIA,29.4,2021,12,943.2,4,24.333333333333332,1067.3666666666666
2022-01-01,SIA,9.8,2022,1,698.1999999999999,4,9.733333333333333,850.5666666666666
2022-02-01,SIA,40.7,2022,2,698.1999999999999,4,27.933333333333334,850.5666666666666
2022-03-01,SIA,5.6,2022,3,698.1999999999999,4,5.833333333333333,850.5666666666666
2022-04-01,SIA,40.9,2022,4,698.1999999999999,4,54.9,850.5666666666666
2022-05-01,SIA,50.6,2022,5,698.1999999999999,4,64.53333333333333,850.5666666666666
2022-06-01,SIA,108.8,2022,6,698.1999999999999,4,160.26666666666665,850.5666666666666
2022-07-01,SIA,66.8,2022,7,698.1999999999999,4,74.5,850.5666666666666
2022-08-01,SIA,62.6,2022,8,698.1999999999999,4,78.13333333333334,850.5666666666666
2022-09-01,SIA,99.6,2022,9,698.1999999999999,4,131.23333333333335,850.5666666666666
2022-10-01,SIA,130.2,2022,10,698.1999999999999,4,146.56666666666666,850.5666666666666
2022-11-01,SIA,44.3,2022,11,698.1999999999999,4,46.56666666666666,850.5666666666666
2022-12-01,SIA,38.3,2022,12,698.1999999999999,4,50.36666666666667,850.5666666666666
2023-01-01,SIA,17.1,2023,1,1096.7,4,16.866666666666667,1259.4666666666667
2023-02-01,SIA,1.3,2023,2,1096.7,4,1.5666666666666667,1259.4666666666667
2023-03-01,SIA,49.2,2023,3,1096.7,4,53.5,1259.4666666666667
2023-04-01,SIA,72.9,2023,4,1096.7,4,90.93333333333334,1259.4666666666667
2023-05-01,SIA,77,2023,5,1096.7,4,129.03333333333333,1259.4666666666667
2023-06-01,SIA,61.4,2023,6,1096.7,4,92.66666666666667,1259.4666666666667
2023-07-01,SIA,117.8,2023,7,1096.7,4,114.26666666666667,1259.4666666666667
2023-08-01,SIA,178.8,2023,8,1096.7,4,218.76666666666668,1259.4666666666667
2023-09-01,SIA,97.5,2023,9,1096.7,4,160.36666666666667,1259.4666666666667
2023-10-01,SIA,227.9,2023,10,1096.7,4,218.23333333333332,1259.4666666666667
2023-11-01,SIA,76.3,2023,11,1096.7,4,68.7,1259.4666666666667
2023-12-01,SIA,119.5,2023,12,1096.7,4,94.56666666666666,1259.4666666666667
2000-01-01,SIO,19.9,2000,1,515.8,2,28,968.6
2000-02-01,SIO,56.5,2000,2,515.8,2,115.14285714285714,968.6
2000-03-01,SIO,21.8,2000,3,515.8,2,46.58571428571429,968.6
2000-04-01,SIO,35.4,2000,4,515.8,2,61.24285714285714,968.6
2000-05-01,SIO,13.1,2000,5,515.8,2,80.35714285714286,968.6
2000-06-01,SIO,24.5,2000,6,515.8,2,52.57142857142858,968.6
2000-07-01,SIO,89.8,2000,7,515.8,2,148.44285714285715,968.6
2000-08-01,SIO,34,2000,8,515.8,2,93.87142857142857,968.6
2000-09-01,SIO,37.5,2000,9,515.8,2,81.68571428571428,968.6
2000-10-01,SIO,115.5,2000,10,515.8,2,102.89999999999999,968.6
2000-11-01,SIO,57.2,2000,11,515.8,2,102.15714285714286,968.6
2000-12-01,SIO,10.6,2000,12,515.8,2,55.642857142857146,968.6
2001-01-01,SIO,89.6,2001,1,649.9,2,113.04285714285714,1255.1285714285714
2001-02-01,SIO,19.8,2001,2,649.9,2,41.67142857142857,1255.1285714285714
2001-03-01,SIO,152.1,2001,3,649.9,2,235.32857142857145,1255.1285714285714
2001-04-01,SIO,60.1,2001,4,649.9,2,131.47142857142856,1255.1285714285714
2001-05-01,SIO,23.5,2001,5,649.9,2,81.3,1255.1285714285714
2001-06-01,SIO,101.2,2001,6,649.9,2,143.67142857142858,1255.1285714285714
2001-07-01,SIO,59.9,2001,7,649.9,2,110.11428571428571,1255.1285714285714
2001-08-01,SIO,59.9,2001,8,649.9,2,91.4,1255.1285714285714
2001-09-01,SIO,39.9,2001,9,649.9,2,122.92857142857143,1255.1285714285714
2001-10-01,SIO,8.8,2001,10,649.9,2,68.1,1255.1285714285714
2001-11-01,SIO,17.8,2001,11,649.9,2,75.58571428571429,1255.1285714285714
2001-12-01,SIO,17.3,2001,12,649.9,2,40.51428571428571,1255.1285714285714
